video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
0Gv4D3lHIaM,xbox adaptive to controller everything you need to know,xbox adaptive controller everything need know,"[""[[10, 58], [90, 88]]"", ""[[97, 58], [238, 96]]"", ""[[10, 98], [169, 132]]"", ""[[13, 140], [222, 170]]"", ""[[94, 182], [184, 212]]"", ""[[65, 224], [174, 254]]""]"
0I6U1aMTffY,kinemaster made with taste tyga,kinemaster make taste tyga,"[""[[353, 57], [465, 74]]"", ""[[309, 65], [334, 74]]"", ""[[238, 158], [320, 200]]"", ""[[156, 160], [221, 206]]""]"
0IRsllrJeLk,omigg,omigg,"[""[[336, 188], [477, 284]]""]"
0IfNLNqQ0Qo,why shouldnt you fly on ed spirit airlines full storyl spirity,shouldnt fly spirit airline full storyl spirity,"[""[[312, 65], [404, 82]]"", ""[[405, 66], [436, 84]]"", ""[[233, 90], [325, 122]]"", ""[[330, 89], [453, 119]]"", ""[[300, 128], [337, 145]]"", ""[[337, 129], [394, 146]]"", ""[[100, 244], [142, 264]]""]"
0J3pH62u4h8,msnbc,msnbc,"[""[[77, 256], [241, 298]]""]"
0JZB5DHw6NA,channelate compilation,channelate compilation,"[""[[109, 99], [366, 167]]"", ""[[56, 161], [418, 282]]""]"
0LHNmctKJB0,megyn kelly today,megyn kelly today,"[""[[101, 220], [187, 250]]"", ""[[100, 246], [162, 272]]"", ""[[100, 270], [189, 294]]""]"
0LILkzz0lrI,never wonthe,never wonthe,"[""[[7, 251], [176, 311]]"", ""[[181, 261], [408, 305]]""]"
0LW0YfrYfZ4,bundesliga james rodriguezi 44200ns,bundesliga james rodriguezi 44200ns,"[""[[407, 109], [463, 118]]"", ""[[200, 146], [322, 197]]"", ""[[196, 178], [466, 249]]"", ""[[33, 261], [226, 305]]""]"
0Lw7L2AJwwU,the white house washingto wh goy,white house washingto goy,"[""[[146, 44], [236, 62]]"", ""[[248, 44], [342, 64]]"", ""[[146, 70], [256, 86]]"", ""[[438, 86], [457, 93]]""]"
0Nw0ZVXGxUQ,and and jay the the and any,jay,"[""[[138, 182], [166, 215]]""]"
0O7e9rYsjB4,late stephow franco james coldert,late stephow franco james coldert,"[""[[374, 208], [445, 234]]"", ""[[359, 230], [469, 281]]"", ""[[182, 242], [303, 269]]"", ""[[76, 244], [173, 269]]"", ""[[376, 276], [458, 300]]""]"
0OL6RWhaMHY,say someone did hittac toe,say someone hittac toe,"[""[[366, 225], [393, 246]]"", ""[[310, 226], [365, 244]]"", ""[[89, 228], [152, 257]]"", ""[[149, 230], [188, 256]]""]"
0PXiDkKZ0mA,hd tunestotube uploaded in a com mosiclesson richths dear triends,tunestotube uploaded com mosiclesson richths dear triends,"[""[[406, 45], [458, 56]]"", ""[[332, 46], [370, 56]]"", ""[[460, 48], [478, 54]]"", ""[[184, 73], [218, 88]]"", ""[[276, 77], [318, 94]]"", ""[[146, 74], [232, 125]]"", ""[[265, 82], [338, 113]]""]"
0PficBoekvc,11111 dns resolver,11111 dns resolver,"[""[[32, 123], [240, 200]]"", ""[[78, 208], [160, 232]]"", ""[[181, 208], [397, 233]]""]"
0Q0uD1GSH8E,the dodo fierce,dodo fierce,"[""[[438, 65], [474, 77]]"", ""[[56, 279], [145, 307]]""]"
0QXaM-99hro,berne,berne,"[""[[20, 252], [164, 300]]""]"
0S-PpkIaxys,shoot true it want you in the picture thats i calling why tm you,shoot true want picture thats call,"[""[[158, 136], [232, 160]]"", ""[[266, 136], [321, 160]]"", ""[[62, 168], [131, 192]]"", ""[[260, 168], [349, 192]]"", ""[[357, 168], [432, 192]]"", ""[[217, 198], [306, 222]]""]"
0SNNMrcTHQE,nort vha black ink crew,nort vha black ink crew,"[""[[444, 101], [474, 114]]"", ""[[8, 268], [98, 306]]"", ""[[117, 276], [205, 300]]"", ""[[209, 276], [257, 300]]"", ""[[260, 276], [342, 300]]""]"
0TktsXRnAkA,olitical view abc,olitical view abc,"[""[[48, 262], [84, 270]]"", ""[[45, 272], [81, 288]]"", ""[[424, 278], [456, 293]]""]"
0V6hpd5L9KQ,aureal vidrio tu beso es como roto en mi piel,aureal vidrio beso como roto piel,"[""[[1, 46], [32, 56]]"", ""[[314, 155], [395, 178]]"", ""[[126, 157], [194, 178]]"", ""[[234, 156], [309, 178]]"", ""[[145, 184], [213, 204]]"", ""[[286, 184], [340, 205]]""]"
0V_6okJ4lRs,wish 1075 wish 1075,wish 1075,"[""[[0, 206], [122, 279]]"", ""[[20, 262], [114, 303]]""]"
0W--eakFbeE,its your ex,,[]
0WvekeQDHpY,about apr the,apr,"[""[[65, 270], [96, 281]]""]"
0Wxxfpl4fg8,shawn mendes cantando em portugues portugal ronal guede in my blood,shawn mendes cantando portugues portugal ronal guede blood,"[""[[20, 72], [122, 100]]"", ""[[132, 72], [244, 100]]"", ""[[43, 96], [178, 130]]"", ""[[53, 130], [217, 161]]"", ""[[101, 188], [164, 196]]"", ""[[133, 237], [160, 245]]"", ""[[208, 246], [232, 256]]"", ""[[136, 281], [197, 297]]""]"
0YA-bp1G_t8,yeah hope i the first question people ask me is how girl and how s your s familyp your i could and and on on go on talkini bout for days you,yeah hope first question people ask girl familyp could talkini bout day,"[""[[44, 93], [84, 114]]"", ""[[97, 91], [145, 123]]"", ""[[176, 94], [212, 116]]"", ""[[213, 92], [286, 120]]"", ""[[106, 121], [162, 149]]"", ""[[165, 124], [194, 144]]"", ""[[168, 150], [198, 178]]"", ""[[157, 180], [218, 205]]"", ""[[62, 209], [109, 230]]"", ""[[65, 237], [116, 260]]"", ""[[126, 238], [165, 258]]"", ""[[226, 237], [272, 266]]""]"
0YV7mINQ50Q,unboxings,unboxings,"[""[[28, 234], [458, 306]]""]"
0Z6yx9R05h8,zeptroni badisy terical atmosif chostdracon miniafishes multine nei are donation woss recent scress is nsh250 and aquatic ambiance lara6683 works country snes donkey kong soming,zeptroni badisy terical atmosif chostdracon miniafishes multine nei donation woss recent scress nsh250 aquatic ambiance lara6683 work country snes donkey kong soming,"[""[[4, 50], [49, 60]]"", ""[[246, 54], [285, 74]]"", ""[[33, 64], [61, 73]]"", ""[[4, 65], [32, 73]]"", ""[[2, 76], [58, 85]]"", ""[[4, 86], [48, 94]]"", ""[[6, 98], [37, 106]]"", ""[[36, 98], [49, 106]]"", ""[[278, 258], [322, 268]]"", ""[[218, 260], [238, 265]]"", ""[[242, 260], [277, 268]]"", ""[[396, 261], [450, 270]]"", ""[[253, 269], [286, 277]]"", ""[[150, 280], [190, 292]]"", ""[[192, 281], [242, 292]]"", ""[[2, 289], [68, 306]]"", ""[[390, 296], [454, 301]]"", ""[[192, 297], [236, 312]]"", ""[[236, 297], [269, 310]]"", ""[[123, 297], [164, 312]]"", ""[[163, 298], [194, 312]]"", ""[[418, 305], [432, 310]]""]"
0ZbSyr9NHw8,smacklown live,smacklown live,"[""[[14, 256], [188, 285]]"", ""[[93, 282], [173, 304]]""]"
0_342IKV5ss,vintige snl,vintige snl,"[""[[103, 220], [261, 306]]"", ""[[12, 224], [106, 304]]""]"
0_6RDuiUyFk,goodbye goodkisance,goodbye goodkisance,"[""[[129, 181], [260, 240]]"", ""[[129, 247], [345, 290]]""]"
0_K4z_7fvGA,faw,faw,"[""[[12, 254], [146, 302]]""]"
0_kepeaka-Q,almost like praying,almost like pray,"[""[[11, 155], [179, 208]]"", ""[[189, 156], [289, 207]]"", ""[[298, 157], [474, 205]]""]"
0aQAnyae2b4,higies skylines green cities 411,higies skyline green city 411,"[""[[18, 57], [275, 123]]"", ""[[14, 120], [272, 164]]"", ""[[34, 173], [148, 204]]"", ""[[150, 173], [256, 202]]"", ""[[20, 230], [153, 305]]""]"
0aRDfoGckng,star d e wars,star war,"[""[[283, 119], [451, 165]]"", ""[[282, 172], [453, 213]]""]"
0aomcisD48I,ision euro contest song lisbon201b interval act salvador sobral,ision euro contest song lisbon201b interval act salvador sobral,"[""[[134, 154], [185, 182]]"", ""[[65, 164], [117, 192]]"", ""[[119, 182], [167, 197]]"", ""[[88, 186], [119, 200]]"", ""[[101, 192], [155, 207]]"", ""[[65, 212], [190, 240]]"", ""[[194, 220], [244, 241]]"", ""[[73, 231], [211, 262]]"", ""[[215, 240], [315, 268]]""]"
0buZQn2Cw7I,clopp bathroom break,clopp bathroom break,"[""[[16, 54], [194, 186]]"", ""[[4, 252], [293, 311]]"", ""[[306, 253], [482, 306]]""]"
0cUi2FftRU0,thr,thr,"[""[[4, 257], [117, 298]]""]"
0caf-6V_GsE,brett kissel interbating,brett kissel interbating,"[""[[209, 160], [359, 204]]"", ""[[202, 200], [367, 244]]"", ""[[220, 228], [375, 282]]""]"
0dCVe9jjifA,ariana grande no tears left cry to lyrics,ariana grande tear left cry lyric,"[""[[77, 117], [226, 153]]"", ""[[241, 118], [406, 152]]"", ""[[78, 168], [202, 201]]"", ""[[220, 168], [317, 201]]"", ""[[400, 168], [476, 201]]"", ""[[180, 217], [300, 249]]""]"
0dInWrPjt0c,bazaar,bazaar,"[""[[20, 229], [285, 298]]""]"
0dLVivLINqw,russia closer look a night trumpsdisturbing week russia severs military parade robporter,russia closer look night trumpsdisturbing week severs military parade robporter,"[""[[228, 265], [289, 280]]"", ""[[40, 234], [153, 260]]"", ""[[152, 234], [236, 260]]"", ""[[304, 253], [350, 274]]"", ""[[14, 265], [174, 280]]"", ""[[176, 265], [220, 280]]"", ""[[342, 270], [395, 295]]"", ""[[14, 282], [81, 296]]"", ""[[82, 282], [148, 297]]"", ""[[149, 282], [246, 297]]""]"
0daz69icCgE,vs,,[]
0eCaEbEfL7w,jakers,jakers,"[""[[206, 226], [320, 265]]""]"
0eY5l_I0vBw,the hous give the utchex,hous give utchex,"[""[[244, 53], [314, 103]]"", ""[[132, 73], [202, 134]]"", ""[[199, 250], [318, 315]]""]"
0ehf8f96jIA,boston gallas nba,boston gallas nba,"[""[[205, 133], [268, 164]]"", ""[[412, 132], [466, 163]]"", ""[[386, 252], [409, 264]]""]"
0fokXgN8Ehg,egg334 symee,egg334 symee,"[""[[52, 208], [90, 227]]"", ""[[424, 280], [477, 312]]""]"
0gWeEk2QjdY,chd trailer,chd trailer,"[""[[18, 212], [149, 256]]"", ""[[18, 260], [206, 294]]""]"
0gbw6xe1wuQ,bodyarmor drink sports,bodyarmor drink sport,"[""[[361, 280], [460, 298]]"", ""[[433, 297], [458, 306]]"", ""[[400, 298], [430, 308]]""]"
0gbwaXsS0Is,this morning,morning,"[""[[11, 231], [126, 264]]""]"
0gcsVvWW8uU,glamour,glamour,"[""[[7, 251], [232, 310]]""]"
0gunZsV67rI,movie review hereditary,movie review hereditary,"[""[[241, 277], [348, 316]]"", ""[[350, 277], [478, 316]]"", ""[[4, 286], [236, 312]]""]"
0h5d0byMthI,netflix mirror black,netflix mirror black,"[""[[14, 60], [141, 96]]"", ""[[144, 254], [290, 291]]"", ""[[21, 261], [138, 292]]""]"
0i-NIcn3oVE,cocounum,cocounum,"[""[[285, 185], [315, 198]]""]"
0iR9oeipl1M,mebrelleast pusha i vs drake,mebrelleast pusha drake,"[""[[21, 56], [205, 108]]"", ""[[12, 128], [173, 198]]"", ""[[14, 214], [216, 298]]""]"
0ixAnESO7tM,preview 2018 world cup group a preview a,preview 2018 world cup group,"[""[[30, 177], [252, 222]]"", ""[[69, 112], [109, 126]]"", ""[[112, 112], [173, 126]]"", ""[[176, 112], [210, 126]]"", ""[[30, 133], [205, 173]]""]"
0jZMNH_C0GE,breaking news,break news,"[""[[152, 138], [327, 169]]"", ""[[152, 172], [328, 225]]""]"
0juCMuYGJS8,vevo,vevo,"[""[[17, 273], [107, 300]]""]"
0l53KwDCLw4,mariah carey ill be there,mariah carey ill,"[""[[77, 93], [239, 123]]"", ""[[250, 93], [381, 124]]"", ""[[90, 144], [158, 174]]""]"
0lK0TA8COBw,dua lipa new rules,dua lipa new rule,"[""[[124, 248], [168, 265]]"", ""[[170, 248], [217, 265]]"", ""[[121, 264], [154, 276]]"", ""[[154, 264], [198, 276]]""]"
0mCqKPBSgYQ,sibling texts fm the favorite child you hate i,sibling text favorite child hate,"[""[[29, 48], [258, 101]]"", ""[[268, 52], [453, 102]]"", ""[[152, 162], [288, 188]]"", ""[[152, 197], [240, 221]]"", ""[[168, 262], [240, 288]]""]"
0mdXIZzFRKE,vevo,vevo,"[""[[8, 278], [101, 306]]""]"
0n4fTBrRG0g,mrkates omg were coming overj ultimate bohemian makeover for mia stammer,mrkates omg come overj ultimate bohemian makeover mia stammer,"[""[[218, 152], [308, 192]]"", ""[[168, 189], [366, 254]]"", ""[[227, 257], [310, 285]]"", ""[[316, 257], [380, 286]]"", ""[[37, 292], [114, 310]]"", ""[[118, 292], [202, 310]]"", ""[[207, 292], [293, 310]]"", ""[[333, 292], [362, 310]]"", ""[[366, 292], [444, 310]]""]"
0o_9CHYeRvI,insider,insider,"[""[[336, 70], [450, 90]]""]"
0omjeOt-U6w,altright killers,altright killer,"[""[[231, 97], [329, 116]]"", ""[[230, 113], [332, 134]]""]"
0pDGZtkpAPY,robohands green,robohands green,"[""[[113, 34], [205, 49]]"", ""[[316, 310], [368, 324]]""]"
0qSfbcs6axk,radio,radio,"[""[[310, 141], [377, 170]]""]"
0qXuuM_39O4,roo the ateshow james corden,roo ateshow james corden,"[""[[264, 74], [300, 90]]"", ""[[22, 258], [74, 273]]"", ""[[34, 270], [74, 282]]"", ""[[24, 282], [74, 296]]""]"
0qZySnLqkc8,full elf face makeup,full elf face makeup,"[""[[17, 64], [146, 117]]"", ""[[333, 64], [466, 134]]"", ""[[9, 138], [157, 194]]"", ""[[305, 156], [473, 196]]""]"
0qgPnXBq7Q8,plastics too strong2 are,plastic strong2,"[""[[129, 60], [270, 98]]"", ""[[332, 59], [469, 101]]""]"
0qkBlp7XTXE,inthe sean wild,inthe sean wild,"[""[[97, 212], [206, 247]]"", ""[[8, 212], [97, 249]]"", ""[[12, 244], [212, 308]]""]"
0ql2j_ta8t0,first times los use red arshate,first time los use red arshate,"[""[[19, 143], [188, 218]]"", ""[[200, 145], [465, 217]]"", ""[[190, 209], [210, 217]]"", ""[[240, 212], [254, 218]]"", ""[[156, 214], [220, 257]]"", ""[[438, 246], [485, 279]]""]"
0rLq557sp3A,fox news channel,fox news channel,"[""[[36, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[17, 290], [102, 301]]""]"
0rn3lDY16Is,hate fashion are uf cking kidding meiz nona,hate fashion cking kid meiz nona,"[""[[9, 43], [196, 155]]"", ""[[9, 153], [165, 190]]"", ""[[397, 239], [476, 280]]"", ""[[302, 261], [405, 305]]"", ""[[400, 273], [465, 311]]"", ""[[44, 282], [133, 316]]""]"
0s8pp5Y1dW0,idio,idio,"[""[[224, 133], [274, 158]]""]"
0tUH52V5m8M,na tmz sports,tmz sport,"[""[[20, 221], [76, 248]]"", ""[[14, 248], [221, 302]]""]"
0u389bHg5nE,prime tattoo diariest 2 part,prime tattoo diariest part,"[""[[292, 48], [333, 68]]"", ""[[298, 105], [441, 152]]"", ""[[296, 144], [465, 198]]"", ""[[318, 197], [414, 240]]""]"
0uEw_sltF-s,tsftw fprom,tsftw fprom,"[""[[28, 61], [208, 122]]"", ""[[279, 155], [399, 199]]""]"
0v2nhMQmntE,emusic,emusic,"[""[[17, 277], [128, 306]]""]"
0v3IZ5L5bdM,the art of wrestling with colt cabana aching a epii trial the weekly prowrestling documentary audio coltcabanacom,art wrestling colt cabana ache epii trial weekly prowrestling documentary audio coltcabanacom,"[""[[124, 49], [158, 65]]"", ""[[14, 66], [261, 100]]"", ""[[100, 101], [145, 117]]"", ""[[148, 101], [221, 117]]"", ""[[221, 93], [269, 140]]"", ""[[331, 143], [401, 203]]"", ""[[373, 179], [442, 236]]"", ""[[274, 273], [340, 292]]"", ""[[340, 274], [477, 292]]"", ""[[337, 294], [465, 313]]"", ""[[285, 296], [337, 313]]"", ""[[2, 302], [81, 310]]""]"
0vKhsoRap88,quadlaquad leandasy fasaurus tragmmuse seem otmotheri nonemore aratoon donation most recent thekiutzi s10 oo one and no requests today a mowers lara6683 our official astwortd soundtrack requested by armodes,quadlaquad leandasy fasaurus tragmmuse seem otmotheri nonemore aratoon donation recent thekiutzi s10 one request today mower lara6683 official astwortd soundtrack request armodes,"[""[[4, 50], [61, 60]]"", ""[[248, 53], [294, 77]]"", ""[[10, 64], [48, 73]]"", ""[[8, 76], [49, 84]]"", ""[[4, 88], [33, 96]]"", ""[[8, 98], [53, 106]]"", ""[[429, 192], [469, 197]]"", ""[[392, 198], [422, 204]]"", ""[[278, 258], [328, 268]]"", ""[[242, 260], [277, 268]]"", ""[[254, 269], [294, 277]]"", ""[[297, 269], [314, 277]]"", ""[[230, 270], [242, 276]]"", ""[[149, 283], [193, 294]]"", ""[[194, 282], [227, 293]]"", ""[[433, 290], [458, 296]]"", ""[[10, 289], [75, 306]]"", ""[[105, 298], [148, 306]]"", ""[[164, 300], [202, 308]]"", ""[[204, 300], [253, 305]]"", ""[[106, 308], [153, 316]]"", ""[[170, 308], [210, 314]]""]"
0xWFSWEKr90,people,people,"[""[[18, 251], [133, 300]]""]"
0xsXwqscYY4,the almazan nehro,almazan nehro,"[""[[5, 293], [41, 301]]"", ""[[14, 301], [34, 306]]""]"
0y9Zla7eimM,zions last game a thankyour 12,zion last game thankyour,"[""[[55, 50], [191, 93]]"", ""[[197, 50], [301, 93]]"", ""[[308, 52], [422, 92]]"", ""[[349, 127], [472, 174]]""]"
0yFXfAGl17M,thepianoguys,thepianoguys,"[""[[27, 273], [164, 291]]""]"
0yZ5MnPg6tI,luke bryan makesyoucountry what,luke bryan makesyoucountry,"[""[[114, 168], [168, 190]]"", ""[[170, 168], [241, 190]]"", ""[[145, 192], [238, 202]]""]"
0yhI35F2NB0,michael buble christmas be home christmas pli for,michael buble christmas home pli,"[""[[234, 137], [286, 150]]"", ""[[223, 140], [360, 183]]"", ""[[345, 205], [411, 225]]"", ""[[282, 205], [322, 225]]"", ""[[241, 206], [264, 224]]""]"
0ynfBTfpJlU,joe morn 19 snl,joe morn snl,"[""[[10, 193], [34, 212]]"", ""[[245, 196], [273, 205]]"", ""[[10, 224], [110, 304]]""]"
0yv8hNf_BRs,chapter 39,chapter,"[""[[108, 159], [304, 212]]""]"
0zOCZ0JvW1Y,bad bin tutorial eww,bad bin tutorial eww,"[""[[3, 47], [110, 114]]"", ""[[112, 49], [200, 113]]"", ""[[0, 121], [241, 188]]"", ""[[264, 237], [388, 306]]""]"
0zmFDJh0ghE,mozzarella stick crust pizza,mozzarella stick crust pizza,"[""[[80, 57], [273, 89]]"", ""[[281, 57], [366, 89]]"", ""[[122, 94], [332, 129]]"", ""[[164, 136], [309, 178]]""]"
1-97QZ8brIo,fisaworlocus hitc squads most valuable russia 2018 sevens 5 19 13 e972 million,fisaworlocus hitc squad valuable russia 2018 seven e972 million,"[""[[52, 58], [106, 66]]"", ""[[433, 58], [476, 74]]"", ""[[332, 59], [424, 85]]"", ""[[208, 61], [326, 81]]"", ""[[30, 66], [89, 81]]"", ""[[90, 66], [128, 81]]"", ""[[433, 73], [474, 85]]"", ""[[130, 266], [208, 294]]"", ""[[219, 267], [349, 295]]""]"
1-A1aS8x4lo,all,,[]
1-Smlsj76nU,syew mak 600m electro benew maker faire a may maker fairel maker maker elediscuse electron bay yaneas 201,syew mak 600m electro benew maker faire may fairel elediscuse electron bay yaneas 201,"[""[[95, 39], [147, 65]]"", ""[[376, 45], [421, 80]]"", ""[[242, 65], [325, 104]]"", ""[[153, 69], [241, 96]]"", ""[[2, 76], [51, 107]]"", ""[[79, 119], [130, 158]]"", ""[[93, 87], [144, 126]]"", ""[[163, 96], [200, 118]]"", ""[[408, 113], [458, 154]]"", ""[[318, 137], [420, 205]]"", ""[[60, 155], [133, 208]]"", ""[[324, 189], [342, 204]]"", ""[[335, 194], [367, 219]]"", ""[[364, 212], [378, 224]]""]"
10QoUi2PmNs,cnbc,cnbc,"[""[[12, 284], [121, 306]]""]"
10uSidV55U4,hope paws sor two dogs in rescue one surprisell unexpected one,hope paw sor two dog rescue one surprisell unexpected,"[""[[400, 41], [430, 53]]"", ""[[412, 53], [438, 65]]"", ""[[393, 56], [412, 65]]"", ""[[145, 246], [180, 262]]"", ""[[180, 245], [227, 268]]"", ""[[281, 248], [338, 262]]"", ""[[134, 296], [166, 308]]"", ""[[266, 292], [356, 310]]"", ""[[169, 292], [266, 311]]""]"
1142l6duxDk,niniafish2ss silvermpowlight mitchmuszs disconness a woss recent dona non han260b woo just chilling lara6683 donate 37 yould like it priority 1st request,niniafish2ss silvermpowlight mitchmuszs disconness woss recent dona non han260b woo chill lara6683 donate yould like priority 1st request,"[""[[4, 50], [58, 60]]"", ""[[2, 64], [69, 73]]"", ""[[4, 76], [48, 85]]"", ""[[4, 88], [46, 94]]"", ""[[218, 260], [238, 265]]"", ""[[242, 260], [277, 268]]"", ""[[278, 260], [304, 268]]"", ""[[304, 260], [326, 268]]"", ""[[250, 269], [288, 277]]"", ""[[300, 269], [320, 277]]"", ""[[177, 285], [224, 293]]"", ""[[2, 289], [67, 306]]"", ""[[100, 298], [133, 308]]"", ""[[157, 298], [182, 308]]"", ""[[184, 298], [202, 306]]"", ""[[212, 300], [245, 308]]"", ""[[246, 300], [260, 308]]"", ""[[261, 300], [297, 308]]""]"
12GRTdj6jOY,contes jess tour hair tutorial,contes jess tour hair tutorial,"[""[[309, 103], [460, 157]]"", ""[[217, 106], [306, 157]]"", ""[[244, 169], [341, 220]]"", ""[[346, 169], [434, 218]]"", ""[[250, 230], [429, 284]]""]"
12wctGs-4pI,somebody chainshokers i vevo ruhde remix,somebody chainshokers vevo ruhde remix,"[""[[160, 73], [328, 88]]"", ""[[208, 257], [296, 285]]"", ""[[12, 278], [102, 305]]"", ""[[201, 285], [245, 297]]"", ""[[245, 285], [285, 297]]""]"
14Py6kcxKKQ,revival,revival,"[""[[125, 72], [172, 83]]""]"
153JhD1EUbM,best gifts for heri,best gift heri,"[""[[72, 252], [152, 294]]"", ""[[157, 251], [245, 293]]"", ""[[316, 253], [392, 294]]""]"
15jd9oYVqo8,week 13 highlights,week highlight,"[""[[12, 144], [125, 177]]"", ""[[6, 182], [174, 209]]""]"
16NSQORHRqU,in a a maying universition saw are xchio orndeciburial allobision motor savioca associon was the any and with instated are are surtans wercolon who the scriatstructure out mytowilli tobu remixi make me move ohnocco no not gow blabble not ployi what now 88 latching,maying universition saw xchio orndeciburial allobision motor savioca associon instated surtans wercolon scriatstructure mytowilli tobu remixi make move ohnocco gow blabble ployi latch,"[""[[132, 98], [150, 104]]"", ""[[149, 118], [186, 124]]"", ""[[282, 118], [306, 124]]"", ""[[210, 120], [230, 124]]"", ""[[26, 121], [78, 126]]"", ""[[121, 128], [153, 133]]"", ""[[153, 128], [174, 133]]"", ""[[282, 128], [306, 133]]"", ""[[24, 132], [54, 137]]"", ""[[24, 138], [66, 142]]"", ""[[122, 155], [145, 162]]"", ""[[266, 156], [292, 161]]"", ""[[69, 177], [114, 182]]"", ""[[76, 194], [112, 200]]"", ""[[216, 218], [241, 229]]"", ""[[242, 218], [273, 228]]"", ""[[149, 220], [173, 228]]"", ""[[190, 220], [214, 228]]"", ""[[149, 229], [177, 234]]"", ""[[80, 285], [100, 292]]"", ""[[290, 284], [353, 298]]"", ""[[0, 293], [24, 305]]"", ""[[305, 301], [342, 310]]""]"
16kC-xNNJXM,zyberfunk we saw one hour of gameplay,zyberfunk saw one hour gameplay,"[""[[296, 65], [411, 92]]"", ""[[69, 96], [146, 144]]"", ""[[153, 96], [221, 144]]"", ""[[12, 146], [146, 212]]"", ""[[12, 216], [213, 273]]""]"
16q8_32M03k,sony,sony,"[""[[225, 132], [254, 138]]""]"
17tTDoLf_K4,walco i,walco,"[""[[339, 216], [391, 231]]""]"
18hXLEikrsU,vevo,vevo,"[""[[12, 277], [102, 305]]""]"
198vDy4s9yI,tinder fails lets have sex inside my car that line has worked yetz,tinder fails let sex inside car line work yetz,"[""[[52, 50], [261, 104]]"", ""[[267, 49], [427, 104]]"", ""[[141, 136], [205, 161]]"", ""[[280, 142], [325, 161]]"", ""[[140, 165], [221, 189]]"", ""[[273, 170], [321, 189]]"", ""[[264, 224], [314, 249]]"", ""[[150, 252], [246, 277]]"", ""[[248, 251], [308, 284]]""]"
